iter;year;IR;EQ;RE;CS;Gov;Corp
206;33;0.033217258;2.745191205;0.5484131;0.011787432;1.009078;0.9904688
206;34;0.03783062;2.363181658;0.55089031;0.01157065;1.004788;0.9839326
206;35;0.039726076;2.662368439;0.540937048;0.011189016;1.013492;0.9935861
206;36;0.043861153;3.198009973;0.516605741;0.010847725;1.011078;0.9933145
206;37;0.047275843;3.426489343;0.531901096;0.010514485;1.013117;0.991959
206;38;0.049898427;3.403926278;0.523062677;0.009943549;1.021801;0.999747
206;39;0.066187527;2.557023861;0.493766321;0.009750848;0.9605195;0.9397907
206;40;0.078809899;3.266205312;0.523923705;0.009347008;0.9216571;0.9038402
206;41;0.095634047;3.93273495;0.479889028;0.008665055;0.8705042;0.857417
206;42;0.099407814;4.274263532;0.471507628;0.008072083;0.8676159;0.8573016
206;43;0.091055196;4.05318305;0.478862217;0.007384897;0.9100607;0.8979336
206;44;0.106978283;5.02314622;0.486940411;0.007131087;0.8510537;0.8437329
206;45;0.119071654;5.623912897;0.467984726;0.006711889;0.8115431;0.8072738
206;46;0.115487484;5.486994661;0.454079237;0.006405007;0.8233001;0.8189914
206;47;0.109238011;5.195373792;0.448069184;0.006290785;0.8416571;0.8354184
206;48;0.094932594;4.928856168;0.468355689;0.006442236;0.88651;0.876559
206;49;0.109796526;5.438264652;0.473271113;0.006766279;0.8172084;0.8131218
206;50;0.11322757;5.774110778;0.488161501;0.006924911;0.7958825;0.7922971
207;0;0.01141;1;1;0.013605159;1;1
207;1;0.015817443;1.180258264;1.130365206;0.013467622;0.9876512;0.986239
207;2;0.011785168;1.511285963;0.949310281;0.013134579;1.021251;1.014498
207;3;0.017297294;1.403888895;0.850812502;0.012945681;1.002988;0.9971706
207;4;0.022304338;1.225142814;0.832963612;0.012936962;0.9847313;0.9759815
207;5;0.044156646;1.133733429;0.866450441;0.01293672;0.8902485;0.890668
207;6;0.056317689;1.293866748;0.914496797;0.012587975;0.8499436;0.8545945
207;7;0.05751116;1.456148241;0.944113593;0.011992697;0.858032;0.8613476
207;8;0.060607011;1.494059065;0.841486311;0.011519947;0.8539374;0.8575867
207;9;0.080062491;1.772582011;0.796142439;0.011348198;0.7834671;0.7927714
207;10;0.086656999;1.709960975;0.810723723;0.01095902;0.7653629;0.7773746
207;11;0.073842818;1.59095764;0.881898345;0.010382995;0.8169677;0.8272641
207;12;0.077470079;1.648124844;0.793049116;0.010401574;0.8014332;0.8133955
207;13;0.071334938;1.717673604;0.739370415;0.01057802;0.8206899;0.826826
207;14;0.07776703;2.463946854;0.752336629;0.010772929;0.7904039;0.7997972
207;15;0.075846801;2.651441073;0.769511155;0.010905333;0.7938685;0.7990399
207;16;0.068813149;2.734412119;0.860963311;0.010934198;0.813133;0.8187194
207;17;0.067408388;2.88767297;0.75962517;0.011191095;0.8103248;0.8131497
207;18;0.074919147;2.258638476;0.800354793;0.011569202;0.772624;0.7781282
207;19;0.069332312;3.037024728;0.751143084;0.011640197;0.7883784;0.7903185
207;20;0.061010075;2.571259811;0.721066334;0.011652014;0.8142405;0.814746
207;21;0.062602985;1.008571376;0.832735574;0.011998519;0.7982065;0.8012693
207;22;0.053528131;1.990151182;0.812101822;0.012001308;0.8290741;0.8293473
207;23;0.055354338;1.477331123;0.781591061;0.012463786;0.8093073;0.8129216
207;24;0.051846166;1.398307469;0.791721894;0.012553157;0.8184156;0.8216943
207;25;0.051040893;1.319885832;0.741361415;0.012765625;0.8148306;0.8197048
207;26;0.057228938;1.273767993;0.791568509;0.013067917;0.7864079;0.7925232
207;27;0.055407746;1.990577568;0.812459424;0.013167107;0.7922749;0.7939256
207;28;0.061174398;1.829056148;0.792365236;0.013383944;0.7662157;0.7705731
207;29;0.057926503;1.344035406;0.737217665;0.013159027;0.7806413;0.7820162
207;30;0.044132523;1.758400985;0.760011107;0.012926717;0.8308237;0.8291845
207;31;0.047927118;2.051304437;0.817712174;0.013120893;0.8090995;0.8097644
207;32;0.044534728;2.105741534;0.769729157;0.013315582;0.8125695;0.8145557
207;33;0.03862664;1.970036177;0.770626242;0.013499849;0.8259209;0.8292976
207;34;0.045519065;1.77357096;0.687093738;0.014058696;0.7873757;0.7949301
207;35;0.061261505;2.409727321;0.722475265;0.01461486;0.7236728;0.7373347
207;36;0.065920632;2.101471975;0.732746352;0.014561319;0.7108994;0.7234397
207;37;0.067758218;2.411360181;0.733701148;0.014452682;0.7066903;0.7209362
207;38;0.058374084;2.147221432;0.731495274;0.014201351;0.7409335;0.7508645
207;39;0.065991093;2.101251988;0.711369874;0.014355714;0.7140273;0.7270117
207;40;0.072169081;2.912695021;0.634546623;0.014372829;0.6948908;0.70744
207;41;0.071157417;3.346900463;0.663136076;0.014224074;0.6987441;0.7109998
207;42;0.065923545;3.487610509;0.728033758;0.014152524;0.7149073;0.7268814
207;43;0.065146822;3.311955894;0.741166549;0.014148608;0.7153253;0.727601
207;44;0.063101698;3.617540337;0.661043083;0.014127313;0.7194089;0.7326051
207;45;0.064102173;4.494349735;0.671114656;0.014229389;0.7125328;0.7276105
207;46;0.063770364;4.251675671;0.726696468;0.014346682;0.7097251;0.7265751
207;47;0.057629409;4.447553538;0.887466123;0.014536803;0.7279961;0.7437462
207;48;0.06739016;5.384519267;0.976090185;0.014758583;0.6932016;0.7118587
207;49;0.061829171;6.095219682;1.162152135;0.01464813;0.7161774;0.728646
207;50;0.050863524;6.050971404;0.986169214;0.014515069;0.7560978;0.767786
208;0;0.01141;1;1;0.013605159;1;1
208;1;0.006843487;1.062722176;0.916064048;0.013128419;1.039889;1.038024
208;2;0.005935476;1.173736231;0.791410803;0.012843003;1.055749;1.053865
208;3;0.002747705;0.863419307;0.8118946;0.01245947;1.086671;1.083725
208;4;0.005205522;1.082341104;0.836567378;0.012194667;1.082936;1.081046
208;5;0.001977874;0.620380671;0.809522929;0.011910939;1.109323;1.105287
208;6;-0.001106051;0.824228705;0.813874005;0.011661303;1.13604;1.125341
208;7;0.000187112;0.639597661;0.752250831;0.011615834;1.126065;1.117604
208;8;-0.009583637;0.35977884;0.712721171;0.01133305;1.189276;1.174359
208;9;-0.015048698;0.213865853;0.684630457;0.011563131;1.214676;1.19365
208;10;-0.009517776;0.116180973;0.71203744;0.012124958;1.160824;1.148425
208;11;-0.002746231;0.196669284;0.65610468;0.012367779;1.121521;1.111325
208;12;0.002315765;0.32491842;0.648437701;0.012349812;1.101731;1.094584
208;13;0.008075944;0.282487428;0.67370033;0.012430094;1.075507;1.072488
208;14;0.013046388;0.173446172;0.681591229;0.012428739;1.058924;1.059632
208;15;0.022984236;0.279217764;0.68411338;0.012417213;1.01993;1.02554
208;16;0.028019375;0.229060629;0.705032935;0.012076232;1.014853;1.022359
208;17;0.033919281;0.232578668;0.837106169;0.011529035;1.011024;1.020304
208;18;0.035155728;0.233022532;1.031006411;0.011100719;1.028852;1.031108
208;19;0.044725289;0.234324917;1.070181002;0.010667702;1.004386;1.007234
208;20;0.054724703;0.267127496;1.35951993;0.010110765;0.9808343;0.98342
208;21;0.059268929;0.268749907;1.345814503;0.009243388;0.9845034;0.9862097
208;22;0.059079962;0.283495707;1.349754484;0.008848189;0.9942317;0.9978382
208;23;0.059427159;0.318831011;1.283105958;0.008369668;1.00387;1.005632
208;24;0.054040713;0.333446858;1.883416082;0.007861266;1.04005;1.037161
208;25;0.052476389;0.387067812;1.89314041;0.007724227;1.045879;1.044665
208;26;0.043874889;0.423632136;2.219880183;0.007581092;1.087303;1.0843
208;27;0.035426306;0.441975031;1.563892892;0.007462003;1.132432;1.121991
208;28;0.020512285;0.406986569;2.106513487;0.007476216;1.211258;1.194202
208;29;0.027646632;0.444218158;1.354163813;0.008247977;1.144579;1.129544
208;30;0.024965864;0.230312346;1.346587408;0.008517057;1.148762;1.133642
208;31;0.017133835;0.156566791;1.151326102;0.008671107;1.187023;1.170295
208;32;0.007976787;0.108265236;1.100459847;0.008886865;1.238918;1.213868
208;33;-0.002600575;0.04478761;1.040958701;0.00918264;1.300391;1.272527
208;34;-0.009528358;0.016229329;1.223259137;0.009493475;1.346661;1.310882
208;35;-0.007512442;0.022123162;1.423518697;0.00977881;1.332828;1.298684
208;36;-0.005188494;0.024326586;1.353697345;0.009799532;1.326885;1.294602
208;37;-0.000334532;0.030741475;1.29230017;0.009754935;1.305162;1.276259
208;38;-0.002196099;0.037145658;1.284882956;0.009526162;1.336723;1.305466
208;39;0.010623059;0.041205398;1.428375463;0.009387962;1.264688;1.240583
208;40;0.01129701;0.020780326;1.398943468;0.009077245;1.278274;1.255926
208;41;0.010618802;0.016332155;1.336156536;0.008660686;1.306507;1.280139
208;42;0.013647642;0.02528175;1.509233753;0.008333631;1.304687;1.279083
208;43;0.012465857;0.034386025;1.648362911;0.008078486;1.329174;1.302518
208;44;0.007725703;0.034556105;1.478994924;0.007708138;1.383856;1.35372
208;45;0.009892846;0.051108312;1.452538444;0.007466847;1.384081;1.354778
208;46;0.015805691;0.056789359;1.401036981;0.007197078;1.356133;1.330454
208;47;0.024519393;0.058478991;1.29174036;0.00703549;1.304827;1.286045
208;48;0.037492348;0.047081502;1.298280139;0.006807541;1.231808;1.220504
208;49;0.040662363;0.036838874;1.236516824;0.006328952;1.228552;1.219031
208;50;0.046436319;0.051204201;1.164549437;0.006080914;1.200641;1.195555
209;0;0.01141;1;1;0.013605159;1;1
209;1;0.018307642;1.347349723;1.125382032;0.013379576;0.9761866;0.9792194
209;2;0.01612786;1.317340772;1.27408029;0.013094071;0.9994853;0.9973368
209;3;0.018283182;1.41169746;1.212883159;0.012581185;1.005969;1.003009
209;4;0.017840527;1.21879961;1.25211625;0.012395303;1.017494;1.00801
209;5;0.015440073;1.493509368;1.359492018;0.011931307;1.042254;1.030417
209;6;0.018536861;1.601314121;1.358510707;0.011854403;1.02459;1.016071
209;7;0.016088974;1.736844277;1.381078393;0.011778533;1.034765;1.025505
209;8;0.014260272;1.945127501;1.665078782;0.011632663;1.044188;1.035123
209;9;0.01316263;2.168878166;2.641085393;0.011528827;1.048321;1.040347
209;10;0.005586235;2.001629278;2.302798985;0.011445805;1.087348;1.076947
209;11;0.001925788;2.443764898;2.085173252;0.011530286;1.10463;1.09299
209;12;-0.005124699;2.505937329;1.749482574;0.011697213;1.13754;1.12566
209;13;-0.007478566;2.888395375;1.711794352;0.011961111;1.143974;1.13402
209;14;-0.013506588;3.027893856;1.865453196;0.012089949;1.179031;1.166303
209;15;-0.011535361;3.075854761;1.511546128;0.012669595;1.153655;1.142457
209;16;0.00130019;3.800836828;1.518826553;0.01305094;1.076604;1.073958
209;17;-0.00467645;3.454205958;1.119256904;0.012505634;1.13265;1.124135
209;18;0.001650773;3.792776078;1.117620043;0.012615217;1.099854;1.092689
209;19;0.004193134;3.239618709;0.992380582;0.012581562;1.092494;1.088234
209;20;0.010071216;2.92819656;0.969952228;0.012375848;1.074443;1.074388
209;21;0.020141518;3.938616432;0.961454274;0.012234565;1.035641;1.039806
209;22;0.024242003;3.875572577;0.922149326;0.011939171;1.035944;1.030593
209;23;0.029432416;3.775625534;0.901880211;0.011454416;1.028739;1.025173
209;24;0.034915873;2.843624301;0.944981459;0.011137253;1.014007;1.013973
209;25;0.044887643;2.552510823;0.889484035;0.010711528;0.981642;0.9851555
209;26;0.039066046;1.973932635;0.884854063;0.009996707;1.027207;1.028153
209;27;0.05120208;3.141780083;0.873090284;0.010008139;0.9727991;0.9761309
209;28;0.037102804;3.701526442;0.860802269;0.009363006;1.054985;1.05348
209;29;0.036608552;4.43614543;0.954136017;0.009398238;1.061644;1.049043
209;30;0.036170882;5.079368278;0.969143639;0.009442674;1.061375;1.052048
209;31;0.04072944;5.301657795;0.979242735;0.009345811;1.040528;1.034162
209;32;0.03955677;5.353915637;0.93882984;0.009185286;1.050981;1.044831
209;33;0.031599649;4.896594714;0.833544158;0.009146329;1.093699;1.083978
209;34;0.034525687;6.856740764;0.899617075;0.009174298;1.078901;1.07136
209;35;0.036749689;6.267479103;0.93552821;0.009097548;1.069352;1.064097
209;36;0.026067045;6.042448342;0.988018364;0.008752856;1.135831;1.125642
209;37;0.034588057;6.812766232;1.127628237;0.009054263;1.08003;1.076398
209;38;0.026333422;6.241370247;0.995157977;0.008917448;1.129142;1.121743
209;39;0.024981916;4.921799607;0.854638038;0.009043035;1.134662;1.125768
209;40;0.029984491;1.763681605;0.89432939;0.009303283;1.101224;1.096604
209;41;0.031313084;3.304296632;0.757268163;0.009597562;1.095785;1.078161
209;42;0.038643604;4.88416008;0.754292428;0.009595929;1.058655;1.045944
209;43;0.032888893;5.244938929;0.791717105;0.009394356;1.098753;1.084647
209;44;0.031933611;5.824905145;0.800773071;0.009464265;1.11076;1.088928
209;45;0.032791525;6.383876657;0.812349607;0.009296354;1.114342;1.093158
209;46;0.048282486;5.78529859;0.744547137;0.009300152;1.03406;1.020144
209;47;0.055960007;8.236180598;0.785861372;0.009070017;1.004721;0.9877733
209;48;0.054114574;8.095706386;0.819262335;0.008703867;1.022146;1.005097
209;49;0.067259803;8.496293825;0.765152576;0.008581984;0.9609587;0.9478953
209;50;0.072897507;7.403782637;0.824026843;0.008329813;0.9379447;0.9285409
210;0;0.01141;1;1;0.013605159;1;1
210;1;0.018359108;1.084655406;1.024892221;0.013357976;0.9777077;0.9798305
210;2;0.016629793;1.164110055;0.941752218;0.0128867;1.00127;1.002612
210;3;0.011896795;1.249335078;0.977027548;0.012185502;1.047073;1.043434
210;4;-6.55E-05;1.100697627;1.156653404;0.011667708;1.1268;1.116598
210;5;0.007488876;1.123077922;1.088095944;0.011964606;1.074402;1.071321
210;6;0.006316398;1.224949298;1.105539347;0.011869011;1.08222;1.080597
210;7;0.011765234;1.430148242;1.166098587;0.011996951;1.05013;1.049125
210;8;0.020947881;0.995190952;1.226458386;0.012130167;1.000606;1.00221
210;9;0.00932639;1.004087686;1.336756382;0.011701291;1.073192;1.06793
210;10;0.008377024;0.556060187;1.445768483;0.011626726;1.08247;1.077216
210;11;0.022976273;0.563312216;1.637006416;0.01185654;1.003956;1.005413
210;12;0.021986916;0.424733995;1.314078862;0.011729554;1.014547;1.017388
210;13;0.018295427;0.469765648;1.558589025;0.011873107;1.038256;1.029166
210;14;0.015127598;0.384574369;1.364242588;0.011866245;1.061961;1.048303
210;15;0.018482407;0.247715371;1.524279428;0.011846944;1.049606;1.03852
210;16;0.020830983;0.182027946;1.232895827;0.011855996;1.043605;1.029608
210;17;0.023681772;0.210978132;1.298280038;0.011487462;1.042062;1.028397
210;18;0.023277042;0.149873474;1.252484642;0.011281764;1.050229;1.03581
210;19;0.032046065;0.148489673;1.242839037;0.011309589;1.005716;0.9967106
210;20;0.034139912;0.185634448;1.301210558;0.011153271;1.002907;0.9898862
210;21;0.042371842;0.312809145;1.259354786;0.011062559;0.9654933;0.9575495
210;22;0.044333911;0.289500827;1.260975706;0.010802259;0.9606888;0.9546392
210;23;0.045036039;0.216446023;1.254212431;0.010750382;0.9564499;0.9517455
210;24;0.040222748;0.252354624;1.446411338;0.010446468;0.9835605;0.9777257
210;25;0.053167299;0.287668232;1.447823543;0.010624231;0.9197715;0.9210379
210;26;0.062709325;0.305024182;1.481721017;0.010648348;0.8785628;0.8851196
210;27;0.071135784;0.345444838;1.333306984;0.010401669;0.8503976;0.8600408
210;28;0.069301924;0.355339321;1.29039588;0.010226083;0.8607842;0.8689779
210;29;0.072164387;0.334756183;1.10331684;0.010244539;0.8497336;0.8576255
210;30;0.064633164;0.432761866;1.169548575;0.009981689;0.8817253;0.8892743
210;31;0.064851377;0.494282452;1.069057582;0.01024375;0.8766125;0.8829721
210;32;0.072131689;0.491446451;1.020745279;0.01034276;0.8486331;0.8584212
210;33;0.077962929;0.456632223;0.99057712;0.010355371;0.8300025;0.8418979
210;34;0.098002608;0.5020923;0.925604028;0.010397929;0.766553;0.7836722
210;35;0.108199146;0.421782724;0.93490122;0.010072659;0.7450236;0.7618519
210;36;0.117864749;0.49851337;0.889655847;0.009452735;0.7281651;0.7468572
210;37;0.110066346;0.438496516;0.859525827;0.008830167;0.7609376;0.7790131
210;38;0.122890958;0.405617096;0.869819498;0.008555003;0.727416;0.7482826
210;39;0.120646762;0.336627805;0.840710858;0.008331111;0.7395734;0.7557126
210;40;0.117203112;0.253788409;0.823148814;0.008065856;0.7530339;0.7701908
210;41;0.118502492;0.403001325;0.822050636;0.007955101;0.7501377;0.7668552
210;42;0.114820428;0.432867515;0.836938248;0.007595245;0.7631519;0.7799993
210;43;0.104199121;0.354040216;0.865194738;0.007579875;0.7935257;0.8095863
210;44;0.094030346;0.165965687;0.921195651;0.007828919;0.8204205;0.8379025
210;45;0.080979913;0.260328698;0.939901549;0.007998886;0.8613694;0.8784202
210;46;0.081360206;0.345969661;0.901217579;0.008503174;0.8482351;0.8645908
210;47;0.076317394;0.319321229;0.831479614;0.008684622;0.8614799;0.8784596
210;48;0.076240175;0.305526451;0.793906156;0.009066712;0.8543575;0.8702096
210;49;0.075591739;0.300281493;0.768091477;0.009227465;0.8518385;0.8691891
210;50;0.071115454;0.202559319;0.740244182;0.009289482;0.8675453;0.8842982
211;0;0.01141;1;1;0.013605159;1;1
211;1;0.022830943;1.213873398;0.901632978;0.013538481;0.9516591;0.9557558
211;2;0.028569547;1.108549233;0.983987804;0.013329768;0.9334435;0.9415761
211;3;0.042452122;1.125153813;0.940284;0.013039638;0.8850047;0.8962136
211;4;0.045665368;1.194769179;0.995067432;0.012430052;0.8858035;0.8983762
211;5;0.039655488;0.960589848;0.867619467;0.011859789;0.9244095;0.9347395
211;6;0.035880362;0.587771489;0.796489201;0.011556487;0.9480982;0.9572834
211;7;0.035170427;0.466324968;0.883536409;0.011281053;0.9569007;0.9666656
211;8;0.038599004;0.47943198;0.917259369;0.0112131;0.9406924;0.9527803
211;9;0.036744037;0.604180786;0.957325363;0.011199583;0.9513674;0.9540251
211;10;0.049694893;1.04931277;1.081038848;0.011371989;0.8891938;0.8979205
211;11;0.046025956;1.273441567;1.105795573;0.011097968;0.9104665;0.9185162
211;12;0.042759521;1.243625231;0.976116029;0.011179506;0.9240771;0.9299544
211;13;0.033664473;0.931044864;0.908658001;0.010967021;0.9713587;0.9746838
211;14;0.031045886;0.567654616;0.974282535;0.011381325;0.9770593;0.9775424
211;15;0.027989067;0.560371672;0.918124634;0.011519756;0.9905499;0.9901373
211;16;0.027424802;1.022171315;0.900204387;0.01158605;0.9945209;0.9950926
211;17;0.029924052;1.301807877;0.838732653;0.011862746;0.9817939;0.9794878
211;18;0.03579268;1.423217036;0.752727928;0.011843516;0.9598246;0.960327
211;19;0.038819297;1.500229674;0.723993789;0.011837021;0.9513942;0.9513792
211;20;0.037117914;1.535337537;0.710621828;0.011541625;0.970724;0.9712163
211;21;0.037145276;1.478556197;0.769042162;0.011320854;0.9817143;0.982863
211;22;0.032688762;1.385256454;0.722349007;0.010995403;1.019096;1.014323
211;23;0.034935596;1.698134791;0.679737157;0.01080062;1.01876;1.01534
211;24;0.038519951;1.69747874;0.667042663;0.010488295;1.015152;1.01227
211;25;0.045127069;1.811175782;0.717570755;0.010506813;0.9899936;0.9837559
211;26;0.04431528;1.970572127;0.765535499;0.010249582;1.004928;0.9941478
211;27;0.047937243;2.248073168;0.741872361;0.01020828;0.9925163;0.9827412
211;28;0.04568296;2.617224052;0.762599587;0.00987742;1.013182;1.003365
211;29;0.050363568;2.726390906;0.785165411;0.009816991;0.9968484;0.9903022
211;30;0.062055064;2.976065581;0.744149839;0.009719887;0.9520236;0.9510302
211;31;0.069894008;3.009411509;0.705291394;0.009404076;0.930953;0.9332945
211;32;0.067627642;3.65564938;0.794503113;0.008942225;0.9544361;0.9555272
211;33;0.069213273;2.770376935;0.760404357;0.008912419;0.9587685;0.9469148
211;34;0.082222909;4.074664714;0.688389061;0.008730639;0.9158779;0.90958
211;35;0.082778409;3.951245497;0.730531546;0.008411443;0.9253627;0.9196674
211;36;0.10170145;3.129823791;0.6742175;0.008113317;0.8679721;0.8677886
211;37;0.107026786;3.453007186;0.638322555;0.007413984;0.8667949;0.8682166
211;38;0.125510784;2.929136807;0.614320251;0.006876836;0.818078;0.8231226
211;39;0.129798156;2.425140024;0.610525193;0.006404163;0.8184329;0.8207236
211;40;0.138802932;3.500444854;0.612574456;0.005724749;0.8038327;0.8075886
211;41;0.143717975;4.222997933;0.604061995;0.004984551;0.7997352;0.8045252
211;42;0.157300144;4.696796227;0.679082515;0.004494043;0.7653537;0.7697023
211;43;0.153297015;4.397514181;0.673696104;0.003862937;0.7816031;0.7863577
211;44;0.144681378;3.865887872;0.670485062;0.003553153;0.8063008;0.8100436
211;45;0.14858518;3.965168129;0.632168271;0.003551299;0.7863614;0.7927128
211;46;0.129028575;3.114847108;0.59105391;0.003611143;0.8420886;0.8476732
211;47;0.123485306;2.551000929;0.541087101;0.003951859;0.8475779;0.8519874
211;48;0.126219369;1.376464404;0.539159303;0.004313459;0.8224193;0.8289232
211;49;0.129047325;2.360594601;0.526069584;0.004603548;0.7984495;0.8039062
211;50;0.126032398;2.364171508;0.514431011;0.004982893;0.7920007;0.7991157
212;0;0.01141;1;1;0.013605159;1;1
212;1;0.0153757;1.108645001;1.136474937;0.013150413;0.9966148;0.9970917
212;2;0.032292621;1.063572042;1.157812635;0.013264782;0.9198399;0.9223785
212;3;0.040740377;1.044125983;0.976205843;0.01292081;0.8923441;0.897079
212;4;0.042131255;1.069720048;0.873520494;0.012726032;0.892553;0.893568
212;5;0.035129299;1.186999043;0.884993981;0.012169724;0.9353259;0.9338888
212;6;0.02136307;0.92096411;0.968459862;0.01181138;1.008092;0.9991446
212;7;0.014146047;1.433418072;1.012605596;0.01166203;1.047021;1.035337
212;8;0.023784093;2.117884706;1.060066114;0.012015941;0.9883093;0.9833663
212;9;0.026315454;1.813330325;0.970657498;0.01203484;0.9752951;0.9735517
212;10;0.012921161;1.949351406;0.851768327;0.01175533;1.048262;1.042785
212;11;0.014234277;1.695075173;0.838847075;0.011914581;1.042274;1.038951
212;12;0.004202029;1.916991429;0.883296036;0.011931774;1.105451;1.091551
212;13;-0.00578419;1.709320879;1.025222278;0.011787525;1.178826;1.153166
212;14;0.005471286;1.793905856;1.009082123;0.012269211;1.1094;1.093593
212;15;0.009428893;2.427127175;0.934083221;0.012276508;1.097238;1.08422
212;16;0.005366525;2.686846745;0.808384901;0.011801227;1.143579;1.127538
212;17;-0.003202235;2.528817595;0.814530127;0.011268841;1.218804;1.197419
212;18;-0.01389261;2.435772542;0.895690828;0.011068383;1.302875;1.2751
212;19;-0.007745744;2.933523051;0.85474087;0.011142644;1.272516;1.25054
212;20;-0.001843418;2.670442027;0.91046327;0.01106786;1.253192;1.232465
212;21;0.009962443;3.851748322;0.895852874;0.010726414;1.206672;1.189985
212;22;0.01227912;4.097161369;0.85368471;0.009995074;1.228464;1.210552
212;23;0.025038904;4.707136524;0.946684427;0.009625984;1.174729;1.161956
212;24;0.045282518;5.643110761;0.938607616;0.009270097;1.083485;1.08026
212;25;0.040712644;4.253643957;0.910075901;0.008346855;1.137362;1.131776
212;26;0.038329847;4.332105031;0.789139779;0.007791776;1.168942;1.162889
212;27;0.050244868;4.887869477;0.757757519;0.007505149;1.116926;1.114209
212;28;0.031941975;5.732224075;0.87168094;0.00670519;1.244094;1.232961
212;29;0.050872255;6.802909279;0.878346659;0.00693004;1.133556;1.125182
212;30;0.076132527;6.976249635;0.905819242;0.006902606;1.010946;1.00829
212;31;0.063913812;4.525507784;0.873499031;0.006159333;1.086518;1.07302
212;32;0.064236801;5.188358934;0.885256625;0.006004369;1.085193;1.070407
212;33;0.055389125;3.15212077;0.907623343;0.005833446;1.130431;1.110674
212;34;0.066939211;4.427270728;0.918783754;0.006031101;1.059368;1.046218
212;35;0.051518466;6.367928021;1.058036719;0.005916507;1.134672;1.117115
212;36;0.050626289;6.633011534;0.926329399;0.006189634;1.126437;1.11143
212;37;0.04366585;2.733991062;0.923009489;0.006346976;1.155289;1.139677
212;38;0.040911534;2.09471172;0.932067596;0.006805058;1.156105;1.141375
212;39;0.025662283;2.287967088;0.854868461;0.007021377;1.241076;1.22083
212;40;0.017824637;1.750420758;0.881229696;0.007349681;1.287298;1.25687
212;41;0.011153375;0.828720158;0.911967528;0.00755079;1.328833;1.295824
212;42;0.011158841;0.250164062;0.879973292;0.007878179;1.324197;1.294441
212;43;0.002903516;0.12080584;0.825036553;0.007997689;1.388417;1.354747
212;44;0.012007351;0.10025525;0.700703362;0.008300347;1.327635;1.303178
212;45;0.021910487;0.091755918;0.7218688;0.008108108;1.281082;1.262414
212;46;0.017310404;0.044020592;0.747882792;0.007646521;1.342078;1.319926
212;47;0.010549176;0.024620364;0.662082839;0.007267218;1.419185;1.391822
212;48;0.016433837;0.022528368;0.650414309;0.007042007;1.399621;1.376952
212;49;0.017651481;0.018037612;0.64798488;0.006590154;1.422974;1.399871
212;50;0.023771864;0.037639158;0.667499864;0.006260323;1.407435;1.380511
213;0;0.01141;1;1;0.013605159;1;1
213;1;0.015451014;1.298153924;0.992377336;0.013392751;0.9913205;0.9899948
213;2;0.016002944;1.383922883;0.861082947;0.013103868;0.999935;0.9958356
213;3;0.020479855;1.352548096;0.958018595;0.012967384;0.983754;0.9813478
213;4;0.03446104;0.964607891;0.861329691;0.012968503;0.9228114;0.9250122
213;5;0.027360339;1.360141362;0.873855633;0.012204817;0.9744032;0.9732206
213;6;0.030117782;1.036922083;0.819236984;0.012059973;0.967516;0.9617353
213;7;0.035413809;0.513939608;0.788590242;0.012005472;0.9421403;0.9407056
213;8;0.048414751;0.74263597;0.798997357;0.012062117;0.8848112;0.8885995
213;9;0.045750084;1.230110237;0.8265203;0.011669633;0.9040779;0.9057141
213;10;0.054631109;1.084866224;0.887457692;0.011672523;0.868198;0.8742257
213;11;0.04862434;1.89460308;0.838801189;0.011375212;0.9017117;0.9047111
213;12;0.056784289;1.542659616;0.832078687;0.011501155;0.8686014;0.8756168
213;13;0.052583123;1.627079314;0.754344465;0.011297172;0.8935486;0.8985043
213;14;0.044421458;1.292507013;0.694925513;0.011135808;0.9345214;0.9373545
213;15;0.039083257;0.836948256;0.698895734;0.011040692;0.9629068;0.9652856
213;16;0.025243212;0.603674163;0.675367956;0.010816033;1.036346;1.033433
213;17;0.030419295;1.254632742;0.686154279;0.011070238;1.007264;1.007888
213;18;0.044486095;4.794094705;0.705633469;0.011209502;0.9439235;0.9481295
213;19;0.045809861;4.734961217;0.684979644;0.010936317;0.9486822;0.9512896
213;20;0.040155908;4.403569342;0.658948879;0.010604134;0.9842715;0.9862607
213;21;0.033779818;1.342661073;0.706837656;0.010532803;1.02068;1.017384
213;22;0.040950011;2.127969937;0.723585631;0.010612204;0.9882672;0.9878201
213;23;0.028297341;1.274884182;0.648502165;0.010347354;1.061558;1.058006
213;24;0.032788711;0.44950456;0.657545665;0.010222137;1.045591;1.043595
213;25;0.040477703;0.289836028;0.715234221;0.010223356;1.010789;1.010761
213;26;0.036113263;0.439350341;0.802518033;0.009967887;1.042114;1.042374
213;27;0.040348639;0.351793992;0.732921518;0.009778683;1.029447;1.028302
213;28;0.044980845;0.389649116;0.695010349;0.009667414;1.012545;1.012517
213;29;0.043157105;0.331623693;0.664842867;0.009354994;1.031215;1.030978
213;30;0.033340419;0.214363218;0.698538764;0.009116168;1.090087;1.084043
213;31;0.039048249;0.420514057;0.693572822;0.009016115;1.061641;1.057365
213;32;0.036453589;0.512483384;0.723036295;0.008881104;1.078022;1.072222
213;33;0.026367043;0.457002158;0.790443844;0.008590929;1.140624;1.127694
213;34;0.027757521;0.547653023;0.779833354;0.008797415;1.122134;1.11304
213;35;0.035210815;0.641709016;0.738155686;0.008996974;1.072727;1.068388
213;36;0.039415747;0.640458259;0.662744222;0.009082357;1.045321;1.04473
